id,name,breed,sex,age,status,loc
47939596,Hauss,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 6 months,adoption,Foster Home
49147251,Lilly Bean,Coonhound/Mix,Female,2 years,adoption,Foster Home
48869815,Whistles,"Terrier, American Staffordshire/Mix",Male/Neutered,8 years 2 months,adoption,Foster Home
48591411,ZuZu,"Terrier, Pit Bull/Mix",Female/Spayed,6 years 3 months,adoption,Adoption
49221061,Libby,"Terrier, American Pit Bull/Mix",Female,4 years,adoption,Foster Home
49068335,Naji,"Terrier, American Pit Bull/Mix",Male/Neutered,3 years 1 month,adoption,Adoption
46447824,Lenny,"Terrier, American Pit Bull/Mix",Male/Neutered,1 year 11 months,adoption,Adoption
48218529,Mixxie,"Terrier, American Staffordshire/Mix",Female,2 years 5 months,adoption,Foster Home
48898276,Diva Dog,"Terrier, Pit Bull/Mix",Female/Spayed,4 years 1 month,adoption,Adoption
49216690,Paul,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years,adoption,Adoption
49245213,Sunshine,"Terrier, American Pit Bull/Mix",Female,3 years,adoption,New Arrivals
49142158,Willy Pete,Bulldog/Mix,Male/Neutered,3 years 6 months,adoption,Adoption
48243186,Shake It,"Terrier, American Pit Bull/Mix",Male/Neutered,5 years 5 months,adoption,Foster Home
48928599,Journey,"Terrier, American Pit Bull/Mix",Male,1 year 1 month,adoption,Holding
49202548,Bourbon,Terrier/Mastiff,Male,4 years,adoption,New Arrivals
48625537,Bobble Head,"Terrier, American Staffordshire/Mix",Male/Neutered,2 years 3 months,adoption,Adoption
48785448,Kelvey,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 2 months,adoption,Adoption
49072577,Ada One,"Terrier, American Pit Bull/Mix",Female,3 years 1 month,adoption,Foster Home
45420919,Carly,"Terrier, American Pit Bull/Mix",Female/Spayed,7 years 3 months,adoption,Adoption
48820883,Enchantress,"Terrier, Pit Bull/Mix",Female,1 year 2 months,adoption,Foster Home
48984590,Sarge,"Terrier, American Staffordshire/Mix",Male/Neutered,5 years 1 month,adoption,Adoption
49127132,Adam,"Terrier, American Staffordshire/Mix",Male/Neutered,3 years,adoption,Foster Home
49157518,Zen,Terrier/Mix,Male/Neutered,3 years,adoption,Foster Home
49188323,Swivel,Mastiff/Mix,Male,2 years,adoption,Adoption
49226113,Striker,"Terrier, Pit Bull/Mix",Male,1 year,adoption,New Arrivals
49223311,Stimpy,"Terrier, American Pit Bull/Mix",Male,4 years,adoption,Adoption
49060333,Bird,Retriever/Mix,Male, 9 months,adoption,Adoption
48291243,Dempsey,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 5 months,adoption,Adoption
49219503,Serena,"Retriever, Labrador/Mix",Female/Spayed,7 years,adoption,Foster Home
49233925,Jingle Bell,"Terrier, American Pit Bull/Mix",Female,3 years,adoption,Foster Home
48934120,Boboking,"Terrier, American Pit Bull/Mix",Female,4 years 1 month,adoption,Foster Home
49239881,Loki,Cane Corso/Olde English Bulldogge,Male,1 year,adoption,Adoption
49058305,Larpie,"Terrier, Pit Bull/Mix",Female,1 year 6 months,adoption,Foster Home
48976088,Hilly,"Terrier, American Pit Bull/Mix",Female/Spayed,3 years 1 month,adoption,Foster Home
49247630,Cortana,Retriever/Mix,Female,1 year,adoption,New Arrivals
47614397,Bonsai,"Terrier, American Pit Bull/Mix",Male/Neutered,3 years 8 months,adoption,Adoption
49261892,Christmas Carol,"Terrier, Pit Bull/Mix",Female,2 years,adoption,Foster Home
49048278,Short Stack,Terrier/Mix,Male/Neutered,3 years 1 month,adoption,Foster Home
48934393,Kolson,"Terrier, American Pit Bull/Mix",Male,4 years 1 month,adoption,Adoption
48483097,Shady,"Terrier, American Pit Bull/Mix",Female/Spayed,3 years 4 months,adoption,Adoption
49235942,Loki,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",Male/Neutered, 11 months,adoption,Adoption
48672120,Sailor Mercury,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",Female/Spayed,2 years 3 months,adoption,Adoption
49156911,Seymore,Boxer/Mix,Male,4 years,adoption,Foster Home
48997599,Tide,"Terrier, American Pit Bull/Mix",Male,4 years,adoption,Foster Home
48100734,Dwight,"Terrier, American Pit Bull/Mix",Male/Neutered,5 years 5 months,adoption,Adoption
49141382,C Lo,"Terrier, American Staffordshire/Mix",Male,7 years,adoption,Foster Home
48766810,Whammy Bar,"Terrier, American Staffordshire/Mix",Male/Neutered,2 years 2 months,adoption,Extended Stay
49226956,Jolly,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",Male, 7 months,adoption,Front Office
49046758,Idlewild,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",Male, 4 months,adoption,Foster Home
48188092,Daisy Do's,Retriever/Mix,Female/Spayed,1 year 4 months,adoption,Foster Home
48931823,Frankie,"Terrier, Pit Bull/Mix",Female,3 years 2 months,adoption,Foster Home
47666882,Ellis,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 7 months,adoption,Adoption
49076630,Halo,"Terrier, American Pit Bull/Mix",Female,1 year 1 month,adoption,Foster Home
48311697,Frick,"Terrier, American Pit Bull/Mix",Male/Neutered,1 year 4 months,adoption,Foster Home
49255840,Mack,"Terrier, Pit Bull/Mix",Male,2 years,adoption,New Arrivals
48369178,Mandalorian,Terrier/Mix,Male/Neutered,2 years 11 months,adoption,Adoption
49114236,Jasmine,"Terrier, Pit Bull/Mix",Female/Spayed,2 years 1 month,adoption,Adoption
49240629,Diamond,"Terrier, American Pit Bull/Mix",Female,3 years,adoption,Adoption
48532085,Sugar Cane,"Terrier, American Pit Bull/Mix",Male/Neutered,8 years 3 months,adoption,Adoption
49153134,Panda Bear,Cane Corso/Mix,Female,9 years,adoption,Foster Home
47715576,Ole Jack,"Terrier, American Pit Bull/Mix",Male/Neutered,8 years 7 months,adoption,Front Office
45242235,Mac,"Terrier, American Pit Bull/Mix",Male/Neutered,3 years 4 months,adoption,Adoption
48229542,Kung Fu Panda,Border Collie/Mix,Male/Neutered,1 year 11 months,adoption,Extended Stay
47865048,Nipsey Hussle,"Terrier, American Pit Bull/Mix",Male/Neutered,1 year 6 months,adoption,Foster Home
45871484,Norman,Border Collie/Mix,Male/Neutered,5 years,adoption,Adoption
49243422,Warrior,Boxer/Mix,Male,5 years,adoption,Adoption
49046296,Rocky Road,Cane Corso/Mix,Male/Neutered,6 years 1 month,adoption,Extended Stay
49123019,Trent,Great Dane/Mix,Male,1 year 6 months,adoption,Foster Home
49254297,Santa,Terrier/Mix,Male,3 years,adoption,New Arrivals
49228483,Sweet Pea,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",Female/Spayed,3 years,adoption,Foster Home
49080558,Regina George,"Terrier, American Pit Bull/Mix",Female,4 years 1 month,adoption,Adoption
48947201,Eeyore,"Terrier, American Pit Bull/Mix",Male/Neutered,1 year 1 month,adoption,Foster Home
49049816,Lucky,"Terrier, American Pit Bull/Mix",Male,2 years 1 month,adoption,Foster Home
49119237,Lefty,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years,adoption,Foster Home
49031689,Ace,Akita/Mix,Male,2 years 1 month,adoption,Extended Stay
48627955,Negan,"Terrier, Pit Bull/Mix",Male/Neutered,5 years 3 months,adoption,Foster Home
48978188,Madison,"Terrier, Pit Bull/Mix",Female,3 years 1 month,adoption,Foster Home
49249490,Big Pun,"Terrier, American Pit Bull/Mix",Male,3 years,adoption,Adoption
48308713,Tony Hawk,"Terrier, American Pit Bull/Mix",Male,2 years 4 months,adoption,Foster Home
49010530,Carmel,"Terrier, Pit Bull/Mix",Female/Spayed,2 years 1 month,adoption,Foster Home
49223287,Ren,Boxer/Mix,Male,6 years,adoption,Adoption
48794477,Pugsley Addams,"Terrier, American Staffordshire/Mix",Male/Neutered,3 years 2 months,adoption,Adoption
49104349,MeiMei,"Terrier, American Pit Bull/Mix",Female/Spayed,3 years 1 month,adoption,Adoption
49262294,Avery,Retriever/Mix,Male, 2 months,adoption,Foster Home
49199003,Glenaire,"Terrier, American Pit Bull/Mix",Female,4 years,adoption,Foster Home
46680831,Bill,"Terrier, American Pit Bull/Mix",Male/Neutered,6 years 10 months,adoption,Foster Home
46442077,Quentin,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 11 months,adoption,Home Cats
46649179,Blake Lively,"Terrier, American Pit Bull/Mix",Female/Spayed,1 year 10 months,adoption,Foster Home
48760064,Chase,"Terrier, American Pit Bull/Mix",Male/Neutered, 10 months,adoption,Adoption
49077485,Jethro,"Terrier, American Pit Bull/Mix",Male,2 years 7 months,adoption,New Arrivals
45200604,Ivy,"Terrier, American Pit Bull/Mix",Female/Spayed,4 years 6 months,adoption,Foster Home
47928785,Stitch,"Terrier, American Staffordshire/Mix",Male/Neutered,1 year 6 months,adoption,Adoption
49239023,Ruth,"Terrier, American Pit Bull/Mix",Female,2 years,adoption,Foster Home
49157336,Sheeva,"Terrier, American Pit Bull/Mix",Female,2 years,adoption,Foster Home
49029070,Tobias,Shepherd/Retriever,Male/Neutered,2 years 1 month,adoption,Adoption
46147807,Theo,"Terrier, American Pit Bull/Mix",Male/Neutered,4 years,adoption,Foster Home
48379202,Pop,Boxer/Hound,Male,5 years 9 months,adoption,Foster Home
48505133,Alejandro,"Terrier, Pit Bull/Mix",Male/Neutered,1 year 1 month,adoption,Extended Stay
49182172,Cheese Coney,"Terrier, Pit Bull/Mix",Female/Spayed,8 years,adoption,Foster Home
49242334,Minion,"Terrier, American Staffordshire/Mix",Male,3 years,adoption,Adoption
48047967,Rocky River,Shepherd/Mix,Male/Neutered,3 years 6 months,adoption,Adoption
46219704,Deezy,"Terrier, American Pit Bull/Mix",Female/Spayed,9 years 8 months,adoption,Foster Home
46412609,Rambo,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 11 months,adoption,New Arrivals
